sketch_id,sketch_name,season,episode,sentence_index,sentence_text,sentiment_label,sentiment_score
23,New Printer,1,5,6,This thing rules.,neutral,0.9063359498977661
23,New Printer,1,5,7,It collates staples pages.,neutral,0.9656421542167664
23,New Printer,1,5,8,No more stapling by hand.,neutral,0.8777466416358948
23,New Printer,1,5,9,Yeah Santa should have wrapped it.,neutral,0.7679367065429688
23,New Printer,1,5,10,What?,neutral,0.5953516960144043
23,New Printer,1,5,11,The printer.,neutral,0.9677022099494934
23,New Printer,1,5,12,Santa should have wrapped it when he gave it early.,neutral,0.9379520416259766
23,New Printer,1,5,13,Oh This is gonna make our lives so much easier.,approval,0.35690584778785706
23,New Printer,1,5,14,I know.,neutral,0.5695542693138123
23,New Printer,1,5,15,This is so much nicer than the old copier.,admiration,0.8874441981315613
23,New Printer,1,5,16,Yeah I know.,approval,0.7017945647239685
23,New Printer,1,5,17,And Santa and all his elves must have worked so hard on it,neutral,0.6336737871170044
23,New Printer,1,5,18,and then they gave it to us early.,neutral,0.9598697423934937
23,New Printer,1,5,19,It's a very nice printer Tracy.,admiration,0.9421491026878357
23,New Printer,1,5,20,Just make sure no one copies their rear end.,neutral,0.9554125070571899
23,New Printer,1,5,21,Oh that naughty old elf must be one mean bastard to give us this so early.,annoyance,0.5335350036621094
23,New Printer,1,5,22,What?,neutral,0.5953516960144043
23,New Printer,1,5,23,Did I stutter Megan?,curiosity,0.45431968569755554
23,New Printer,1,5,24,Santa Claus.,neutral,0.9350042939186096
23,New Printer,1,5,25,Okay it looks like the printer has gotten everyone a little too excited.,excitement,0.8030765652656555
23,New Printer,1,5,26,Of course it did.,approval,0.7676237225532532
23,New Printer,1,5,27,Santa himself brought this here early with Rudolph and now it's causing a fight.,neutral,0.9297094941139221
23,New Printer,1,5,28,It was just an expression.,neutral,0.9383022785186768
23,New Printer,1,5,29,I know that.,neutral,0.5022944808006287
23,New Printer,1,5,30,I'm not stupid.,neutral,0.41666293144226074
23,New Printer,1,5,31,I'm smarter than you!,admiration,0.9098072052001953
23,New Printer,1,5,32,Everyone just go back to work.,neutral,0.9088550806045532
23,New Printer,1,5,33,Are we even gonna get anything now?,curiosity,0.6070698499679565
23,New Printer,1,5,34,What?,neutral,0.5953516960144043
23,New Printer,1,5,35,'Cause I didn't ask for that.,neutral,0.5684703588485718
23,New Printer,1,5,36,Does that count as what I get for Christmas as my gift?,curiosity,0.5967674255371094
23,New Printer,1,5,37,Steve makes one Christmas joke and you all shit yourselves laughing.,amusement,0.8685451745986938
23,New Printer,1,5,38,It's the talk of the office?,curiosity,0.6410296559333801
23,New Printer,1,5,39,But I make hundreds of on par if not better and everyone ices me?,neutral,0.487736314535141
23,New Printer,1,5,40,I'm not popular at all!,disapproval,0.6934904456138611
23,New Printer,1,5,41,Whoa looks like Christmas came early.,excitement,0.5619339942932129
23,New Printer,1,5,42,Santa brought it early!,neutral,0.9053856134414673
23,New Printer,1,5,43,I guess he did.,neutral,0.7084363102912903
23,New Printer,1,5,44,Good one.,admiration,0.9312036037445068
24,The Day Robert Palin's Murdered Me,1,5,1,And you lay your head in the river.,neutral,0.9632344841957092
24,The Day Robert Palin's Murdered Me,1,5,2,And He shall set you free.,neutral,0.9386910796165466
24,The Day Robert Palin's Murdered Me,1,5,3,We're sorry.,remorse,0.7858865261077881
24,The Day Robert Palin's Murdered Me,1,5,4,Gospel records ain't selling no more.,disapproval,0.5577583909034729
24,The Day Robert Palin's Murdered Me,1,5,5,It's originals the kids want.,neutral,0.9124618172645569
24,The Day Robert Palin's Murdered Me,1,5,6,The don't want to hear songs they can hear in church.,neutral,0.7380128502845764
24,The Day Robert Palin's Murdered Me,1,5,7,"Sir, it's not a gospel song, it's a new arrangement.",neutral,0.588234543800354
24,The Day Robert Palin's Murdered Me,1,5,8,It's not about the arrangement kid.,neutral,0.5469470620155334
24,The Day Robert Palin's Murdered Me,1,5,9,It's just not new.,neutral,0.655208170413971
24,The Day Robert Palin's Murdered Me,1,5,10,Sorry.,remorse,0.7959823608398438
24,The Day Robert Palin's Murdered Me,1,5,11,Thank you for coming in.,gratitude,0.9901761412620544
24,The Day Robert Palin's Murdered Me,1,5,12,It's originals you want?,curiosity,0.5997706055641174
24,The Day Robert Palin's Murdered Me,1,5,13,"The church bells they were ringing, The clouds were low and brown, The horses they were neighing, The day Robert Palins shot me down, Follow my lead in G.",neutral,0.9274696707725525
24,The Day Robert Palin's Murdered Me,1,5,14,"He rode into town on a jet-black mare Spat and hitched her to a tree, He made his way to the town saloon, the day Robert Palins murdered me.",neutral,0.86127108335495
24,The Day Robert Palin's Murdered Me,1,5,15,It was also the night that the skeletons came to life.,neutral,0.6209744215011597
24,The Day Robert Palin's Murdered Me,1,5,16,They came from under the ground.,neutral,0.9613574743270874
24,The Day Robert Palin's Murdered Me,1,5,17,And from all over.,neutral,0.95201575756073
24,The Day Robert Palin's Murdered Me,1,5,18,They Palins grabbed the preacher's daughter.,neutral,0.9670886397361755
24,The Day Robert Palin's Murdered Me,1,5,19,He aimed his shooter at my crown.,neutral,0.935731053352356
24,The Day Robert Palin's Murdered Me,1,5,20,He cocked that crooked hammer back.,neutral,0.9562805891036987
24,The Day Robert Palin's Murdered Me,1,5,21,And he brought that hammer down.,neutral,0.9659560918807983
24,The Day Robert Palin's Murdered Me,1,5,22,Exactly.,approval,0.8785670399665833
24,The Day Robert Palin's Murdered Me,1,5,23,The bones are the skeletons' money.,neutral,0.9617587327957153
24,The Day Robert Palin's Murdered Me,1,5,24,In our world bones equal dollars.,neutral,0.8652359843254089
24,The Day Robert Palin's Murdered Me,1,5,25,That's why they're coming out tonight.,neutral,0.8939265012741089
24,The Day Robert Palin's Murdered Me,1,5,26,To get their bones from you.,neutral,0.9670225381851196
24,The Day Robert Palin's Murdered Me,1,5,27,The skeletons will pull your hair.,neutral,0.9654012322425842
24,The Day Robert Palin's Murdered Me,1,5,28,Up but not out.,neutral,0.9344560503959656
24,The Day Robert Palin's Murdered Me,1,5,29,All they want is another chance at life.,neutral,0.9041754603385925
24,The Day Robert Palin's Murdered Me,1,5,30,They've never seen so much food as this.,neutral,0.9131669998168945
24,The Day Robert Palin's Murdered Me,1,5,31,Underground there's half as much.,neutral,0.9496570825576782
24,The Day Robert Palin's Murdered Me,1,5,32,Food as this.,neutral,0.9577805399894714
24,The Day Robert Palin's Murdered Me,1,5,33,And the worms are their money.,neutral,0.9649639129638672
24,The Day Robert Palin's Murdered Me,1,5,34,The bones are their dollars.,neutral,0.966620922088623
24,The Day Robert Palin's Murdered Me,1,5,35,And The bullet ripped inside my chest.,neutral,0.697874903678894
24,The Day Robert Palin's Murdered Me,1,5,36,The clouds they did storm.,neutral,0.9660559892654419
24,The Day Robert Palin's Murdered Me,1,5,37,My sweet Marie she cried for me.,sadness,0.6924636960029602
24,The Day Robert Palin's Murdered Me,1,5,38,And then I was no more.,neutral,0.8317567110061646
24,The Day Robert Palin's Murdered Me,1,5,39,And it was also the night.,neutral,0.8560094833374023
24,The Day Robert Palin's Murdered Me,1,5,40,That the skeletons came to life.,neutral,0.9391911029815674
24,The Day Robert Palin's Murdered Me,1,5,41,The bones are their money.,neutral,0.9678103923797607
24,The Day Robert Palin's Murdered Me,1,5,42,So are the worms.,neutral,0.9557875394821167
24,The Day Robert Palin's Murdered Me,1,5,43,They pull your hair up but not out.,neutral,0.9454731941223145
24,The Day Robert Palin's Murdered Me,1,5,44,To turn into a man.,neutral,0.9584589600563049
24,The Day Robert Palin's Murdered Me,1,5,45,And have another chance at life.,neutral,0.9105939269065857
24,The Day Robert Palin's Murdered Me,1,5,46,But if they pull it out.,neutral,0.9672204256057739
24,The Day Robert Palin's Murdered Me,1,5,47,They turn to bones.,neutral,0.9668312668800354
24,The Day Robert Palin's Murdered Me,1,5,48,Yes!,excitement,0.39286908507347107
24,The Day Robert Palin's Murdered Me,1,5,49,What the hell was that man?,anger,0.7298976182937622
24,The Day Robert Palin's Murdered Me,1,5,50,I had a whole song wrote.,neutral,0.7659955620765686
24,The Day Robert Palin's Murdered Me,1,5,51,What?,neutral,0.5953516960144043
24,The Day Robert Palin's Murdered Me,1,5,52,I honestly thought we were just making that up.,neutral,0.337135910987854
24,The Day Robert Palin's Murdered Me,1,5,53,What are you talking about?,curiosity,0.5201596617698669
24,The Day Robert Palin's Murdered Me,1,5,54,They were interested till you started talking about all that skeleton stuff.,neutral,0.9097597599029541
24,The Day Robert Palin's Murdered Me,1,5,55,Are you kidding me?,curiosity,0.5313297510147095
24,The Day Robert Palin's Murdered Me,1,5,56,The guy asked for something spooky.,neutral,0.8736855387687683
24,The Day Robert Palin's Murdered Me,1,5,57,No he didn't.,disapproval,0.6938251852989197
24,The Day Robert Palin's Murdered Me,1,5,58,Yeah he did.,approval,0.5492488741874695
24,The Day Robert Palin's Murdered Me,1,5,59,"He said ""Gospel's not selling.",neutral,0.7885597348213196
24,The Day Robert Palin's Murdered Me,1,5,60,"Give me something spooky.""",curiosity,0.21921785175800323
24,The Day Robert Palin's Murdered Me,1,5,61,You talked about how their bones were money like four times.,neutral,0.9564151167869568
24,The Day Robert Palin's Murdered Me,1,5,62,Yeah that's 'cause I had forgot whether I'd said it or not.,realization,0.6813483834266663
24,The Day Robert Palin's Murdered Me,1,5,63,All right sir look we know our song's good.,admiration,0.813684344291687
24,The Day Robert Palin's Murdered Me,1,5,64,We got a deal or not?,confusion,0.42810866236686707
24,The Day Robert Palin's Murdered Me,1,5,65,Well we were a little more interested in the parts Billy was singing.,neutral,0.462677001953125
24,The Day Robert Palin's Murdered Me,1,5,66,Billy as in me or Billy as in him?,neutral,0.7507882118225098
24,The Day Robert Palin's Murdered Me,1,5,67,Your name's Billy too?,curiosity,0.46496766805648804
24,The Day Robert Palin's Murdered Me,1,5,68,No that's why I'm so fucking confused.,confusion,0.9455600380897522
24,The Day Robert Palin's Murdered Me,1,5,69,I meant that Billy.,neutral,0.9238053560256958
25,The Babysitter,1,5,1,Parents' night out.,neutral,0.5128674507141113
25,The Babysitter,1,5,2,I can't wait to see everyone here.,excitement,0.6761898398399353
25,The Babysitter,1,5,3,Yeah.,neutral,0.5529206991195679
25,The Babysitter,1,5,4,Especially Barry.,neutral,0.9512767791748047
25,The Babysitter,1,5,5,We don't hang out as much anymore,neutral,0.4726189374923706
25,The Babysitter,1,5,6,but I really like him.,love,0.8933357000350952
25,The Babysitter,1,5,7,Hey we're a little late.,neutral,0.8613608479499817
25,The Babysitter,1,5,8,If anyone asks let's just say the babysitter was late.,neutral,0.9118723273277283
25,The Babysitter,1,5,9,Oh that's a great idea.,admiration,0.9440233111381531
25,The Babysitter,1,5,10,Yeah.,neutral,0.5529206991195679
25,The Babysitter,1,5,11,Hi everyone.,neutral,0.9595993161201477
25,The Babysitter,1,5,12,Sorry we're late.,remorse,0.7952075004577637
25,The Babysitter,1,5,13,Yeah fucking babysitter.,anger,0.7701969742774963
25,The Babysitter,1,5,14,Absolutely fucked us.,anger,0.672636866569519
25,The Babysitter,1,5,15,I fucking hate her.,anger,0.8494502902030945
25,The Babysitter,1,5,16,Such an idiot.,anger,0.6691222190856934
25,The Babysitter,1,5,17,It wasn't that bad.,approval,0.6354197263717651
25,The Babysitter,1,5,18,I hope she had a good excuse.,optimism,0.9218221306800842
25,The Babysitter,1,5,19,She did yeah.,neutral,0.7517645359039307
25,The Babysitter,1,5,20,Alan.,neutral,0.9536458849906921
25,The Babysitter,1,5,21,Oh sorry.,remorse,0.7608622312545776
25,The Babysitter,1,5,22,Yeah.,neutral,0.5529206991195679
25,The Babysitter,1,5,23,Yeah she did.,approval,0.5560932755470276
25,The Babysitter,1,5,24,Yeah it was just,neutral,0.6405868530273438
25,The Babysitter,1,5,25,It was like a hit-and-run.,neutral,0.8935890197753906
25,The Babysitter,1,5,26,Oh my God.,surprise,0.7826775908470154
25,The Babysitter,1,5,27,Yeah.,neutral,0.5529206991195679
25,The Babysitter,1,5,28,Should we call the cops?,confusion,0.592093825340271
25,The Babysitter,1,5,29,Yeah,neutral,0.5929002165794373
25,The Babysitter,1,5,30,no we did,neutral,0.7911483645439148
25,The Babysitter,1,5,31,but it's okay 'cause the cops said that like the people she hit are just kind of like nothing so it's fine.,approval,0.7055892944335938
25,The Babysitter,1,5,32,What do you mean the people were just kind of nothing?,confusion,0.5661539435386658
25,The Babysitter,1,5,33,They're just like not important like they don't matter.,neutral,0.6615170836448669
25,The Babysitter,1,5,34,Like there's like no records of 'em.,neutral,0.9481406211853027
25,The Babysitter,1,5,35,So like they're homeless?,confusion,0.49914392828941345
25,The Babysitter,1,5,36,No they're just like nothing.,neutral,0.556222677230835
25,The Babysitter,1,5,37,Like they're not even supposed to be around in the area.,neutral,0.7805527448654175
25,The Babysitter,1,5,38,Bottom line is no one's gonna get in trouble nobody should feel sad at all.,sadness,0.3256053030490875
25,The Babysitter,1,5,39,"The cops were just like """,neutral,0.9453193545341492
25,The Babysitter,1,5,40,Oh yeah this is fine.,approval,0.8006377220153809
25,The Babysitter,1,5,41,"Don't worry about it at all.""",caring,0.8768928647041321
25,The Babysitter,1,5,42,The cops aren't even gonna like follow up on it because like the people are like already dead.,neutral,0.7671824097633362
25,The Babysitter,1,5,43,Oh my God they're dead?,surprise,0.7527844309806824
25,The Babysitter,1,5,44,Yeah.,neutral,0.5529206991195679
25,The Babysitter,1,5,45,Yeah they're dead.,neutral,0.5568904280662537
25,The Babysitter,1,5,46,Barry can I talk to you for a second?,curiosity,0.578194260597229
25,The Babysitter,1,5,47,Sure.,approval,0.6040871739387512
25,The Babysitter,1,5,48,If you keep talking about the hit-and-run I'm gonna fucking kill you.,anger,0.8096701502799988
25,The Babysitter,1,5,49,A hit-and-run is a felony.,neutral,0.551373302936554
25,The Babysitter,1,5,50,It's not a problem!,approval,0.6882102489471436
25,The Babysitter,1,5,51,The cops came they said it's fine.,neutral,0.869240403175354
25,The Babysitter,1,5,52,They're not like real people kinda.,neutral,0.5876502990722656
25,The Babysitter,1,5,53,The cops said that?,neutral,0.6903615593910217
25,The Babysitter,1,5,54,If you keep asking me questions I'm gonna beat the crap out of you.,anger,0.7669773697853088
25,The Babysitter,1,5,55,What?,neutral,0.5953516960144043
25,The Babysitter,1,5,56,Really?,curiosity,0.5509020090103149
25,The Babysitter,1,5,57,No.,neutral,0.9286578297615051
25,The Babysitter,1,5,58,I mean,neutral,0.9260926842689514
25,The Babysitter,1,5,59,yeah.,neutral,0.5504297614097595
25,The Babysitter,1,5,60,I'm gonna beat the crap out of you.,anger,0.8137288689613342
25,The Babysitter,1,5,61,Because I was asking questions?,neutral,0.6083194017410278
25,The Babysitter,1,5,62,I'm gonna embarrass you at this party Barry.,embarrassment,0.8178508877754211
25,The Babysitter,1,5,63,What?,neutral,0.5953516960144043
25,The Babysitter,1,5,64,I'm gonna embarrass you Barry.,embarrassment,0.8126285672187805
25,The Babysitter,1,5,65,It's done.,approval,0.749042272567749
25,The Babysitter,1,5,66,Get ready to be embarrassed.,embarrassment,0.534127414226532
25,The Babysitter,1,5,67,So we're at the Lions game The Lions?,neutral,0.4978731572628021
25,The Babysitter,1,5,68,Like the animal from the circus?,curiosity,0.4450508654117584
25,The Babysitter,1,5,69,They were playing a game?,neutral,0.796859622001648
25,The Babysitter,1,5,70,I'm just trying to understand here.,neutral,0.5828018188476562
25,The Babysitter,1,5,71,I was talking about the football team.,neutral,0.9375883936882019
25,The Babysitter,1,5,72,Yeah everyone knows what he's talking about.,neutral,0.5345321893692017
25,The Babysitter,1,5,73,My mistake.,realization,0.3884975016117096
25,The Babysitter,1,5,74,Oh my God!,surprise,0.7756139636039734
25,The Babysitter,1,5,75,Barry just palmed the dip.,neutral,0.9672631621360779
25,The Babysitter,1,5,76,He's trying to steal spinach dip Barry is!,neutral,0.9662983417510986
25,The Babysitter,1,5,77,He pushed my hand in there.,neutral,0.9665809273719788
25,The Babysitter,1,5,78,Oh my God!,surprise,0.7756139636039734
25,The Babysitter,1,5,79,You're gonna tell on me?,curiosity,0.5341234803199768
25,The Babysitter,1,5,80,Would you lay off me?,neutral,0.6649155020713806
25,The Babysitter,1,5,81,Hey honey.,neutral,0.9399276375770569
25,The Babysitter,1,5,82,Having fun?,curiosity,0.4429144263267517
25,The Babysitter,1,5,83,No your fricking babysitter idea got me in huge trouble.,annoyance,0.47773292660713196
25,The Babysitter,1,5,84,Now I have to embarrass Barry.,embarrassment,0.756305992603302
25,The Babysitter,1,5,85,What?,neutral,0.5953516960144043
25,The Babysitter,1,5,86,Hold on.,neutral,0.9302062392234802
25,The Babysitter,1,5,87,He's by the china cabinet.,neutral,0.9676555395126343
25,The Babysitter,1,5,88,Oh my God!,surprise,0.7756139636039734
25,The Babysitter,1,5,89,Barry fell into the china cabinet!,neutral,0.9460530877113342
25,The Babysitter,1,5,90,What a klutz!,admiration,0.33994269371032715
25,The Babysitter,1,5,91,I told you.,neutral,0.8996543288230896
25,The Babysitter,1,5,92,I told you I was gonna embarrass you Barry.,embarrassment,0.745932936668396
25,The Babysitter,1,5,93,Now we're even.,neutral,0.6388183236122131
25,The Babysitter,1,5,94,Come on.,neutral,0.967677652835846
25,The Babysitter,1,5,95,We can hang out and have a good time now.,joy,0.8314908146858215
25,The Babysitter,1,5,96,I can't believe that.,surprise,0.8180566430091858
26,Fenton's Stable and Horse Ranch,1,6,1,Ah what a perfect day.,admiration,0.8126255869865417
26,Fenton's Stable and Horse Ranch,1,6,2,Uh sweetie?,neutral,0.7891650795936584
26,Fenton's Stable and Horse Ranch,1,6,3,Yeah honey.,neutral,0.8606891632080078
26,Fenton's Stable and Horse Ranch,1,6,4,The horse you're on has a huge penis.,neutral,0.9522284269332886
26,Fenton's Stable and Horse Ranch,1,6,5,I'd like to get off now.,neutral,0.48883259296417236
26,Fenton's Stable and Horse Ranch,1,6,6,I'm not having any fun.,annoyance,0.41095423698425293
26,Fenton's Stable and Horse Ranch,1,6,7,Then we wasted our money.,disappointment,0.3860973119735718
26,Fenton's Stable and Horse Ranch,1,6,8,Sound familiar?,curiosity,0.47690510749816895
26,Fenton's Stable and Horse Ranch,1,6,9,It's a beautiful fall day and you're riding with a loved one when all of a sudden you're made to feel less of a man.,admiration,0.3419722020626068
26,Fenton's Stable and Horse Ranch,1,6,10,You can't compete with these horse hogs.,disapproval,0.5060588121414185
26,Fenton's Stable and Horse Ranch,1,6,11,And now you don't need to.,neutral,0.6834828853607178
26,Fenton's Stable and Horse Ranch,1,6,12,Here at Fenton's Stables and Horse Ranch we guarantee our horses have a smaller penis than a human man.,neutral,0.7653200030326843
26,Fenton's Stable and Horse Ranch,1,6,13,Fenton's Stables and Horse Ranch Where the horses are hung like you Meet Starry Night here.,neutral,0.9109362363815308
26,Fenton's Stable and Horse Ranch,1,6,14,At first glance he appears to be a normal horse.,neutral,0.7802760601043701
26,Fenton's Stable and Horse Ranch,1,6,15,But you check his undercarriage and he's the same size as you and I.,neutral,0.942752480506897
26,Fenton's Stable and Horse Ranch,1,6,16,Is it easy to find a horse with a short peanut like this?,curiosity,0.6041226387023926
26,Fenton's Stable and Horse Ranch,1,6,17,No it's damn near impossible.,disapproval,0.7710734009742737
26,Fenton's Stable and Horse Ranch,1,6,18,That's why our ancestors started breeding out the big penis gene in our horses generations ago.,neutral,0.5329519510269165
26,Fenton's Stable and Horse Ranch,1,6,19,In fact this year we were excited to welcome our first five-inch horse penis.,excitement,0.8264752626419067
26,Fenton's Stable and Horse Ranch,1,6,20,Tragically he passed early this year.,sadness,0.8717731237411499
26,Fenton's Stable and Horse Ranch,1,6,21,Killed himself.,sadness,0.5460900068283081
26,Fenton's Stable and Horse Ranch,1,6,22,Yeah he jumped off a cliff.,neutral,0.6036386489868164
26,Fenton's Stable and Horse Ranch,1,6,23,Ha!,neutral,0.498523086309433
26,Fenton's Stable and Horse Ranch,1,6,24,"Is that what they mean by ""hung like a horse""?",neutral,0.5650361776351929
26,Fenton's Stable and Horse Ranch,1,6,25,I guess.,confusion,0.602935254573822
26,Fenton's Stable and Horse Ranch,1,6,26,But yours is bigger than that.,neutral,0.9175702333450317
26,Fenton's Stable and Horse Ranch,1,6,27,Is it?,curiosity,0.46372750401496887
26,Fenton's Stable and Horse Ranch,1,6,28,Mm-hm.,neutral,0.9656723141670227
26,Fenton's Stable and Horse Ranch,1,6,29,Bigger than a horse's?,neutral,0.6517372727394104
26,Fenton's Stable and Horse Ranch,1,6,30,I like the sound of that.,love,0.9030498266220093
26,Fenton's Stable and Horse Ranch,1,6,31,Thanks Fenton's.,gratitude,0.9886202812194824
26,Fenton's Stable and Horse Ranch,1,6,32,Fenton's Stables and Horse Ranch Where you're the one that's hung,neutral,0.9671016931533813
27,Chunky,1,6,1,Live from Hollywood California it's Dan Vega's Mega Money Quiz!,neutral,0.5211414694786072
27,Chunky,1,6,2,Hi!,neutral,0.9524736404418945
27,Chunky,1,6,3,I'm Dan Vega.,neutral,0.9520589709281921
27,Chunky,1,6,4,Let's get started.,neutral,0.9495288729667664
27,Chunky,1,6,5,Our contestants Paul and Colleen will flip a square from our Mega Money Board and it will show a dollar amount.,neutral,0.9656535387039185
27,Chunky,1,6,6,But remember watch out for the Chunky.,neutral,0.8386279940605164
27,Chunky,1,6,7,Chunky eats your points and he gets very mad.,neutral,0.9266251921653748
27,Chunky,1,6,8,Colleen you're up first.,neutral,0.9119393229484558
27,Chunky,1,6,9,Pick a square on the board.,neutral,0.9669532775878906
27,Chunky,1,6,10,Second row four down from the left.,neutral,0.9610883593559265
27,Chunky,1,6,11,Five hundred dollars.,neutral,0.9635875821113586
27,Chunky,1,6,12,This red condiment can be put on hamburgers.,neutral,0.9410595893859863
27,Chunky,1,6,13,Ketchup?,neutral,0.8109559416770935
27,Chunky,1,6,14,Right!,approval,0.6959792971611023
27,Chunky,1,6,15,Five hundred dollars on the board for you.,neutral,0.9484657049179077
27,Chunky,1,6,16,Good job!,admiration,0.9499498605728149
27,Chunky,1,6,17,Paul you are up.,neutral,0.9636203646659851
27,Chunky,1,6,18,Okay third row second down.,neutral,0.9204424619674683
27,Chunky,1,6,19,Okay let's flip her over.,neutral,0.9436202049255371
27,Chunky,1,6,20,It's a Chunky!,neutral,0.6529190540313721
27,Chunky,1,6,21,Uh-oh!,neutral,0.6688375473022461
27,Chunky,1,6,22,You got a Chunky!,neutral,0.7284491658210754
27,Chunky,1,6,23,Uh-oh Chunky's here!,neutral,0.3675817549228668
27,Chunky,1,6,24,He's gobbling up your points.,neutral,0.9615680575370789
27,Chunky,1,6,25,What are you going to do with What's the plan?,curiosity,0.6892911195755005
27,Chunky,1,6,26,He's eating your points.,neutral,0.967018187046051
27,Chunky,1,6,27,All right.,approval,0.7444746494293213
27,Chunky,1,6,28,Okay.,approval,0.7066349983215332
27,Chunky,1,6,29,Ow! Stop!,anger,0.3408648371696472
27,Chunky,1,6,30,Aargh,neutral,0.5717664957046509
27,Chunky,1,6,31,he's pulling on my shirt!,neutral,0.9589632749557495
27,Chunky,1,6,32,Off!,neutral,0.9490321278572083
27,Chunky,1,6,33,What the hell are you doing Chunky?,anger,0.7761472463607788
27,Chunky,1,6,34,You can't wreck his shirt.,neutral,0.7325913906097412
27,Chunky,1,6,35,You have to figure out what Chunky does before you come out here.,neutral,0.9613084197044373
27,Chunky,1,6,36,Go!,neutral,0.9584138989448547
27,Chunky,1,6,37,What the fuck man?,anger,0.8073607087135315
27,Chunky,1,6,38,He wrecked my shirt.,neutral,0.6956758499145508
27,Chunky,1,6,39,Don't swear!,neutral,0.39119845628738403
27,Chunky,1,6,40,Oh my God!,surprise,0.7756139636039734
27,Chunky,1,6,41,What game show have you ever seen that had swearing in it?,curiosity,0.7121224999427795
27,Chunky,1,6,42,Ach eesh!,neutral,0.9570751786231995
27,Chunky,1,6,43,All right Colleen you have control of the board.,approval,0.6522106528282166
27,Chunky,1,6,44,Um third row third one down.,neutral,0.9654178023338318
27,Chunky,1,6,45,Three hundred dollars.,neutral,0.959435760974884
27,Chunky,1,6,46,All right!,approval,0.7088484764099121
27,Chunky,1,6,47,Melted or cold from the cow's udders over time it will grow mold.,neutral,0.9317113161087036
27,Chunky,1,6,48,Is it cheese?,neutral,0.46850425004959106
27,Chunky,1,6,49,That's right.,approval,0.8369640707969666
27,Chunky,1,6,50,It is cheese.,neutral,0.9506880640983582
27,Chunky,1,6,51,All right Paul you have control of the board.,approval,0.6666563153266907
27,Chunky,1,6,52,Fourth row four down.,neutral,0.967319130897522
27,Chunky,1,6,53,Uh-oh!,neutral,0.6688375473022461
27,Chunky,1,6,54,It's a Chunky!,neutral,0.6529190540313721
27,Chunky,1,6,55,Oh frick.,anger,0.7316197156906128
27,Chunky,1,6,56,What do you What's this?,neutral,0.6392388343811035
27,Chunky,1,6,57,You have a bag?,neutral,0.6430219411849976
27,Chunky,1,6,58,What the hell?,anger,0.8002990484237671
27,Chunky,1,6,59,That's my backpack.,neutral,0.9576878547668457
27,Chunky,1,6,60,You got his bag.,neutral,0.9654964804649353
27,Chunky,1,6,61,What are you gonna do with it?,curiosity,0.7317829728126526
27,Chunky,1,6,62,Hey that's my laptop.,neutral,0.730995237827301
27,Chunky,1,6,63,Don't touch that.,neutral,0.47507959604263306
27,Chunky,1,6,64,Put that back.,neutral,0.9481247663497925
27,Chunky,1,6,65,What are you doing with that?,curiosity,0.6672424077987671
27,Chunky,1,6,66,Hey!,neutral,0.8101450204849243
27,Chunky,1,6,67,Don't Put that No! Chunky!,neutral,0.6402654647827148
27,Chunky,1,6,68,Tell him to stop!,neutral,0.7196794152259827
27,Chunky,1,6,69,Don't break his laptop.,neutral,0.8394234776496887
27,Chunky,1,6,70,That's expensive.,neutral,0.5198277235031128
27,Chunky,1,6,71,Thank you.,gratitude,0.98997563123703
27,Chunky,1,6,72,No!,disapproval,0.723017156124115
27,Chunky,1,6,73,What did I just say?!,neutral,0.4113844633102417
27,Chunky,1,6,74,Don't break his fricking laptop!,anger,0.7262356281280518
27,Chunky,1,6,75,You got to pay for that.,neutral,0.8873224258422852
27,Chunky,1,6,76,I don't.,disapproval,0.748566210269928
27,Chunky,1,6,77,I was just trying Well don't talk!,neutral,0.5837855339050293
27,Chunky,1,6,78,You can't talk!,disapproval,0.5917866230010986
27,Chunky,1,6,79,Chunky the mouth on the Don't come over by me!,neutral,0.9666056632995605
27,Chunky,1,6,80,Stay over there!,neutral,0.9354775547981262
27,Chunky,1,6,81,Figure out what you do!,neutral,0.9547020792961121
27,Chunky,1,6,82,You had all summer to think of it.,neutral,0.9529973864555359
27,Chunky,1,6,83,Okay Paul you just went.,neutral,0.8744801878929138
27,Chunky,1,6,84,You have control of the board again.,neutral,0.7160421013832092
27,Chunky,1,6,85,Third down fourth row.,neutral,0.9643906354904175
27,Chunky,1,6,86,That's a Chunky.,neutral,0.9562743902206421
27,Chunky,1,6,87,You didn't even turn it over.,neutral,0.8717966675758362
27,Chunky,1,6,88,I came up with this game.,neutral,0.862208902835846
27,Chunky,1,6,89,I know what all the little things are.,neutral,0.8322663307189941
27,Chunky,1,6,90,Oh my God.,surprise,0.7826775908470154
27,Chunky,1,6,91,What is it?,curiosity,0.4923205077648163
27,Chunky,1,6,92,What are you doing with the bag Chunky?,curiosity,0.6397253274917603
27,Chunky,1,6,93,A hat?,neutral,0.7123674154281616
27,Chunky,1,6,94,That's my hat.,neutral,0.9603703022003174
27,Chunky,1,6,95,What is that thing?,curiosity,0.5522499680519104
27,Chunky,1,6,96,You want to put the hat on him?,neutral,0.5816438794136047
27,Chunky,1,6,97,Yeah!,neutral,0.4292900860309601
27,Chunky,1,6,98,Yeah,neutral,0.5929002165794373
27,Chunky,1,6,99,okay let's see what that does.,neutral,0.40414151549339294
27,Chunky,1,6,100,Stop!,anger,0.721954882144928
27,Chunky,1,6,101,Stop.,anger,0.5002099871635437
